trip_id,country,age_group,travel_companions,num_females,num_males,main_activity,visit_purpose,is_first_visit,mainland_stay_nights,island_stay_nights,tour_type,intl_transport_included,info_source,accomodation_included,food_included,domestic_transport_included,sightseeing_included,guide_included,insurance_included,days_booked_before_trip,arrival_weather,total_trip_days,has_special_requirements,spend_category
tour_idp14jjn4s,KENYA,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,No,0,3,Package Tour,Yes,"Newspaper, magazines, brochures",Yes,Yes,Yes,Yes,Yes,No,31-60,,7-14,,1.0
tour_idflkubmbk,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,11,0,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,31-60,"sunny,",30+,,0.0
tour_idx931mwpn,NETHERLANDS,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,14,Package Tour,Yes,"Radio, TV, Web",Yes,Yes,No,No,No,No,1-7 ,,1-6,,0.0
tour_idkwwvo1wf,ITALY,25-44,With Spouse,1.0,1.0,Cultural Tourism,Leisure and Holidays,Yes,30,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,"cloudy,",7-14,,1.0
tour_id43ocuql9,,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,10,Package Tour,Yes,"Friends, relatives",Yes,Yes,Yes,No,No,No,,Rainy,30+,,0.0
tour_id17c02g3p,KENYA,25-44,,0.0,2.0,Wildlife Tourism,Business,Yes,3,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,"sunny,",7-14,,1.0
tour_idudnhukup,UNITED STATES OF AMERICA,65+,Alone,1.0,0.0,Widlife Tourism,Leisure and Holidays,Yes,8,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,90+,Rainy,7-14,,0.0
tour_idmk4x6ak8,BAHRAIN,25-44,Alone,1.0,0.0,Widlife Tourism,Business,No,4,0,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,90+,,15-30,,1.0
tour_idwu7lt7lp,AUSTRALIA,25-44,Alone,1.0,0.0,Cultural Tourism,Leisure and Holidays,Yes,0,5,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,No,Yes,Yes,61-90,Stormy,1-6,,1.0
tour_idkc27wvob,UGANDA,25-44,,0.0,1.0,Wildlife Tourism,Business,No,3,0,Independent,No,Others,No,No,No,No,No,No,90+,other,7-14,,2.0
tour_idyxawfpfi,ITALY,65+,Alone,1.0,0.0,Widlife Tourism,Leisure and Holidays,No,7,0,Package Tour,Yes,"Travel agent, tour operator",No,No,Yes,Yes,Yes,No,31-60,other,30+,"dietary needs,",2.0
tour_idx0he0dpz,IRELAND,18-24,With Other Friends/Relatives,2.0,0.0,Cultural Tourism,Volunteering,Yes,29,5,Independent,No,Mexican Mission Abroad,No,No,No,No,No,No,90+,Rainy,7-14,none,0.0
tour_id72fck4wo,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,10,2,Package Tour,No,"Friends, relatives",Yes,Yes,Yes,Yes,Yes,No,61-90,"sunny,",30+,none,0.0
tour_idawh6rj2f,NEW ZEALAND,25-44,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,17,0,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,15-30 ,,15-30,none,0.0
tour_idfbyciaqj,UNITED STATES OF AMERICA,65+,Alone,0.0,1.0,Conference Tourism,Leisure and Holidays,Yes,8,0,Package Tour,No,"Travel agent, tour operator",Yes,No,Yes,No,Yes,No,90+,Stormy,7-14,translator required.,0.0
tour_idsl935djs,UNITED KINGDOM,25-44,With Spouse,1.0,1.0,Conference Tourism,Leisure and Holidays,Yes,15,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,No,No,15-30 ,"sunny,",30+,translator required.,0.0
tour_idpubi1rn8,BELGIUM,25-44,With Spouse and Children,3.0,2.0,Widlife Tourism,Leisure and Holidays,Yes,4,10,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,humid,7-14,none,0.0
tour_idprgnc0mv,UNITED KINGDOM,65+,With Spouse,1.0,1.0,Business,Visiting Friends and Relatives,Yes,7,7,Independent,,"Newspaper, magazines, brochures",No,No,No,No,No,No,8-14,Rainy,15-30,,0.0
tour_idbcrzqtrg,UNITED KINGDOM,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,15,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,Stormy,7-14,,0.0
tour_idd981uoai,INDIA,45-64,Alone,0.0,1.0,Widlife Tourism,Business,No,4,0,Independent,No,Others,No,No,No,No,No,No,,"sunny,",30+,,2.0
tour_id3tbfgzcn,INDIA,25-44,Alone,0.0,1.0,Widlife Tourism,Visiting Friends and Relatives,No,3,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,15-30 ,humid,1-6,"dietary needs,",1.0
tour_id4gho20fl,SOUTH AFRICA,25-44,,0.0,1.0,Wildlife Tourism,Visiting Friends and Relatives,No,0,4,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,"sunny,",1-6,translator required.,1.0
tour_idg55xuh4b,FRANCE,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,8,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,31-60,Rainy,30+,,0.0
tour_id6i6ngge1,KOREA,25-44,,0.0,1.0,Wildlife Tourism,Business,No,9,0,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,61-90,,30+,none,1.0
tour_id1uhfiepj,CANADA,25-44,Alone,1.0,0.0,Wildlife Tourism,Leisure and Holidays,Yes,6,6,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,8-14,"sunny,",30+,,1.0
tour_id7n8cvunz,ITALY,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,No,4,2,Package Tour,No,"Friends, relatives",Yes,Yes,Yes,No,Yes,No,,other,30+,none,0.0
tour_idofa1zhzv,AUSTRALIA,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,5,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,90+,Stormy,30+,none,1.0
tour_idhux7cajq,,45-64,With Other Friends/Relatives,2.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,3,Package Tour,No,"Friends, relatives",Yes,No,Yes,No,No,No,31-60,,30+,translator required.,1.0
tour_idyynddugo,CANADA,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,4,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,90+,"sunny,",1-6,,0.0
tour_id8tx4wsp2,JAPAN,25-44,,1.0,0.0,Hunting Tourism,Scientific and Academic,No,11,0,Independent,No,Others,No,No,No,No,No,No,61-90,humid,7-14,,1.0
tour_idqidi8o97,AUSTRALIA,25-44,,0.0,1.0,Beach Tourism,Visiting Friends and Relatives,No,3,0,Independent,No,Others,No,No,No,No,No,No,90+,other,30+,,1.0
tour_idrs8syg48,SOUTH AFRICA,25-44,With Children,2.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,33,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,"sunny,",15-30,,0.0
tour_id85o7n4gf,ITALY,25-44,With Other Friends/Relatives,2.0,0.0,Beach Tourism,Leisure and Holidays,Yes,0,7,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,No,No,Yes,No,31-60,"sunny,",7-14,"dietary needs,",0.0
tour_id95jkkjh8,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Hunting Tourism,Business,Yes,3,0,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,90+,other,7-14,translator required.,1.0
tour_id9b9hlwwy,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,6,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,Rainy,7-14,none,0.0
tour_idcktqbpjm,,45-64,With Other Friends/Relatives,0.0,3.0,Wildlife Tourism,Business,No,4,0,Independent,No,Trade fair,No,No,No,No,No,No,90+,"sunny,",1-6,,1.0
tour_idxnb0yw62,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,7,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,61-90,"sunny,",30+,"dietary needs,",0.0
tour_idbsmzx0v9,RWANDA,18-24,With Other Friends/Relatives,1.0,1.0,,Leisure and Holidays,,4,0,Independent,No,Mexican Mission Abroad,No,No,No,No,No,No,90+,"sunny,",30+,,2.0
tour_idqescoxug,INDIA,25-44,Alone,0.0,1.0,Cultural Tourism,Leisure and Holidays,No,3,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,,other,30+,"dietary needs,",1.0
tour_id4qudrra5,,18-24,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,7,Package Tour,Yes,"Newspaper, magazines, brochures",Yes,Yes,No,No,No,No,90+,"sunny,",7-14,none,0.0
tour_idf1lbthqj,AUSTRALIA,25-44,With Other Friends/Relatives,3.0,0.0,Conference Tourism,Leisure and Holidays,Yes,13,3,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,61-90,other,1-6,,0.0
tour_id382d4n8t,ZIMBABWE,25-44,Alone,0.0,1.0,Beach Tourism,Business,No,2,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,8-14,"cloudy,",7-14,,2.0
tour_id15wco2bm,CANADA,45-64,Alone,0.0,1.0,Conference Tourism,Leisure and Holidays,Yes,17,0,Package Tour,Yes,"Newspaper, magazines, brochures",Yes,Yes,Yes,Yes,Yes,No,90+,"sunny,",7-14,none,0.0
tour_idugg8xz29,FRANCE,25-44,Alone,1.0,0.0,Conference Tourism,Leisure and Holidays,Yes,9,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,,30+,,1.0
tour_ide8o6bl61,ITALY,45-64,With Spouse and Children,3.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,5,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,61-90,Stormy,30+,translator required.,1.0
tour_id60plx1c1,SWEDEN,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,13,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,31-60,humid,7-14,translator required.,1.0
tour_idkwslykor,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,11,0,Package Tour,,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,,"cloudy,",7-14,none,0.0
tour_id1qvburyv,ZIMBABWE,25-44,With Spouse,1.0,1.0,Widlife Tourism,Business,Yes,2,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,"sunny,",1-6,none,
tour_idow4l3eyx,KENYA,45-64,,0.0,1.0,Hunting Tourism,Visiting Friends and Relatives,No,7,0,Independent,No,Others,No,No,No,No,No,No,61-90,"sunny,",7-14,,2.0
tour_idi93cdp9n,UNITED KINGDOM,18-24,Alone,1.0,0.0,Conference Tourism,Volunteering,Yes,12,5,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,90+,humid,7-14,none,0.0
tour_idn42ncs23,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,8,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,31-60,humid,7-14,,0.0
tour_idxy5eoj7z,UNITED KINGDOM,45-64,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,No,4,6,Independent,No,"Friends, relatives",No,,No,No,No,No,90+,other,7-14,translator required.,1.0
tour_idknwlzite,MAURITIUS,25-44,Alone,0.0,1.0,Mountain Climbing,Meetings and Conference,Yes,4,0,Independent,No,Inflight magazines,No,No,No,No,No,No,61-90,,15-30,,1.0
tour_idxxbln4j7,AUSTRALIA,65+,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,10,0,Package Tour,No,"Travel agent, tour operator",Yes,No,Yes,Yes,Yes,No,90+,"cloudy,",30+,,0.0
tour_id5sj5yyjw,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,3,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,"sunny,",30+,,0.0
tour_idtqijk7sn,ITALY,25-44,Alone,1.0,0.0,Beach Tourism,Leisure and Holidays,Yes,15,5,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,31-60,,30+,none,1.0
tour_idavabnvdf,BELGIUM,45-64,With Spouse,0.0,1.0,Cultural Tourism,Leisure and Holidays,Yes,19,0,Package Tour,Yes,"Friends, relatives",Yes,Yes,Yes,No,No,No,,"Windy,",1-6,none,0.0
tour_idauigg0js,IRELAND,18-24,Alone,0.0,1.0,Conference Tourism,Leisure and Holidays,Yes,16,0,Independent,No,Others,No,No,No,No,No,No,,"sunny,",1-6,none,2.0
tour_idemhaiwq6,GERMANY,25-44,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,7,6,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,31-60,Rainy,7-14,none,0.0
tour_idbsmua2ta,UNITED KINGDOM,25-44,With Spouse and Children,3.0,1.0,Beach Tourism,Visiting Friends and Relatives,No,8,4,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,Rainy,1-6,,1.0
tour_idk5rh568q,AUSTRIA,45-64,With Other Friends/Relatives,2.0,0.0,Beach Tourism,Leisure and Holidays,Yes,0,10,Package Tour,Yes,"Newspaper, magazines, brochures",Yes,Yes,Yes,No,No,No,31-60,humid,30+,,0.0
tour_idups67st5,ZAMBIA,18-24,Alone,0.0,1.0,Widlife Tourism,Business,No,3,0,Independent,,"Friends, relatives",No,No,No,No,No,No,61-90,"sunny,",1-6,translator required.,1.0
tour_id4hf7lsl6,CANADA,45-64,Alone,1.0,0.0,Conference Tourism,Leisure and Holidays,Yes,20,10,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,61-90,Rainy,7-14,,0.0
tour_idcp9xafix,JAPAN,25-44,With Other Friends/Relatives,0.0,2.0,Wildlife Tourism,Leisure and Holidays,Yes,2,4,Independent,No,"Friends, relatives",,No,No,No,No,No,61-90,,1-6,,1.0
tour_id3h5l8y7u,UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,0.0,3.0,Wildlife Tourism,Leisure and Holidays,Yes,15,0,Independent,No,"Newspaper, magazines, brochures",No,No,No,No,No,No,90+,humid,30+,,2.0
tour_idlmjcgrh2,ZIMBABWE,25-44,With Other Friends/Relatives,1.0,1.0,Beach Tourism,Visiting Friends and Relatives,Yes,4,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,other,1-6,,2.0
tour_idrtanxdgi,UNITED KINGDOM,18-24,With Other Friends/Relatives,3.0,0.0,Conference Tourism,Leisure and Holidays,Yes,15,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,Stormy,30+,none,0.0
tour_idp8mpn4re,SPAIN,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,3,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,Yes,61-90,,30+,,0.0
tour_idsp1n8luy,AUSTRALIA,25-44,With Spouse and Children,2.0,2.0,Widlife Tourism,Leisure and Holidays,Yes,8,4,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,31-60,Rainy,30+,,0.0
tour_idjkuqjp75,UNITED KINGDOM,25-44,With Other Friends/Relatives,1.0,1.0,Conference Tourism,Leisure and Holidays,No,15,0,Package Tour,No,Others,Yes,Yes,Yes,Yes,Yes,No,90+,Rainy,7-14,"wheelchair,",2.0
tour_idun11l7in,UNITED KINGDOM,25-44,With Children,1.0,3.0,Beach Tourism,Leisure and Holidays,Yes,0,6,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,90+,,15-30,,0.0
tour_idpq5xyh50,SOUTH AFRICA,65+,,0.0,1.0,Wildlife Tourism,Business,No,14,0,Independent,No,"Newspaper, magazines, brochures",No,No,No,No,No,No,90+,"cloudy,",15-30,,0.0
tour_id3h7dbglc,UGANDA,25-44,With Other Friends/Relatives,0.0,2.0,Hunting Tourism,Business,No,2,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,"Windy,",7-14,"dietary needs,",2.0
tour_idcby0eee5,JAPAN,25-44,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,5,5,Package Tour,No,"Travel agent, tour operator",Yes,No,Yes,Yes,Yes,No,31-60,Rainy,7-14,none,0.0
tour_id49cmoklb,UNITED KINGDOM,25-44,,1.0,0.0,Cultural Tourism,Visiting Friends and Relatives,No,3,3,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,Rainy,7-14,,1.0
tour_iduzrfv6qv,UNITED KINGDOM,18-24,Alone,0.0,1.0,Conference Tourism,Leisure and Holidays,Yes,11,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,No,No,No,No,61-90,,1-6,none,1.0
tour_idkqup03bx,SOUTH AFRICA,25-44,Alone,0.0,1.0,Mountain Climbing,Business,No,4,0,Independent,No,Others,No,No,No,No,No,No,90+,,1-6,translator required.,2.0
tour_idbabde8gi,NIGERIA,25-44,Alone,0.0,1.0,Conference Tourism,Business,No,22,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,,other,30+,none,1.0
tour_idixek6f9z,SOUTH AFRICA,25-44,Alone,0.0,1.0,Mountain Climbing,Meetings and Conference,Yes,3,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,15-30 ,Stormy,1-6,none,1.0
tour_idmhrmmsck,FRANCE,25-44,,0.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,4,4,Independent,No,"Newspaper, magazines, brochures",No,No,No,No,No,No,15-30 ,,1-6,,1.0
tour_idhuzchi6o,INDIA,25-44,With Other Friends/Relatives,1.0,4.0,Wildlife Tourism,Leisure and Holidays,Yes,5,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,No,No,No,No,15-30 ,other,1-6,,1.0
tour_idepudfekl,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,7,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,31-60,"sunny,",30+,,0.0
tour_idnqzx9zbq,DRC,25-44,Alone,0.0,1.0,Hunting Tourism,Visiting Friends and Relatives,No,10,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,Rainy,7-14,,2.0
tour_id6657bsnh,BURUNDI,45-64,Alone,1.0,0.0,Hunting Tourism,Business,No,1,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,Rainy,30+,,1.0
tour_ideiztav52,ITALY,45-64,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,7,0,Package Tour,No,"Friends, relatives",Yes,Yes,Yes,No,No,No,90+,"Windy,",7-14,,
tour_idrlimke2t,UNITED KINGDOM,18-24,Alone,1.0,0.0,Bird Tourism,Leisure and Holidays,No,28,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,15-30 ,,30+,,2.0
tour_id95fjz9vr,BELGIUM,45-64,With Children,0.0,2.0,Widlife Tourism,Leisure and Holidays,Yes,7,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,Yes,No,90+,humid,30+,translator required.,0.0
tour_idjoxaae9n,UNITED KINGDOM,18-24,Alone,0.0,1.0,,Leisure and Holidays,Yes,11,14,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,15-30 ,,30+,none,0.0
tour_id8f6z2tdj,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,7,0,Package Tour,No,"Friends, relatives",Yes,Yes,No,No,Yes,No,61-90,other,1-6,,0.0
tour_id6hylsonv,SWEDEN,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,7,5,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,90+,Rainy,7-14,,0.0
tour_idhmbay75w,ZIMBABWE,25-44,Alone,0.0,1.0,Hunting Tourism,Business,No,2,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,other,7-14,,2.0
tour_idkp7htztc,,45-64,Alone,0.0,1.0,Wildlife Tourism,Business,No,2,0,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,61-90,"Windy,",15-30,"wheelchair,",1.0
tour_idjph56ak6,UNITED STATES OF AMERICA,45-64,With Spouse and Children,2.0,1.0,Hunting Tourism,Visiting Friends and Relatives,No,30,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,,7-14,,0.0
tour_idq6u9fklh,ITALY,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,No,0,7,Package Tour,Yes,"Newspaper, magazines, brochures",Yes,Yes,Yes,No,No,Yes,90+,"sunny,",7-14,none,0.0
tour_id6oo7orft,CANADA,45-64,With Spouse and Children,2.0,1.0,Beach Tourism,Visiting Friends and Relatives,No,1,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,"cloudy,",15-30,,2.0
tour_idvhj3kcif,FRANCE,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,8,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,No,No,No,Yes,61-90,Rainy,30+,,0.0
tour_idweasowvi,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,,9,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,31-60,,30+,,0.0
tour_id78r4gfzn,POLAND,45-64,With Other Friends/Relatives,4.0,0.0,Conference Tourism,Leisure and Holidays,Yes,10,4,Independent,No,"Newspaper, magazines, brochures",No,No,No,No,No,No,61-90,,1-6,translator required.,0.0
tour_idk2r3lbxv,KENYA,25-44,Alone,0.0,1.0,Conference Tourism,Meetings and Conference,No,2,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,,Rainy,7-14,,1.0
tour_id2pr3eh4t,UGANDA,25-44,Alone,0.0,1.0,Beach Tourism,Business,Yes,1,0,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,61-90,,30+,,2.0
tour_idirgo3lbu,GERMANY,25-44,With Other Friends/Relatives,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,32,5,Independent,No,"Friends, relatives",No,No,No,No,No,No,,Stormy,1-6,"dietary needs,",0.0
tour_id7i6b8i8i,KOREA,18-24,Alone,0.0,1.0,Beach Tourism,Visiting Friends and Relatives,Yes,30,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,,"Windy,",30+,,1.0
tour_idrbt9ag9x,AUSTRALIA,25-44,Alone,1.0,0.0,Widlife Tourism,Leisure and Holidays,Yes,6,0,Package Tour,No,"Friends, relatives",Yes,Yes,Yes,Yes,Yes,No,,"cloudy,",15-30,"dietary needs,",1.0
tour_idimzraodj,KENYA,25-44,Alone,1.0,0.0,Widlife Tourism,Leisure and Holidays,Yes,2,0,Package Tour,Yes,"Friends, relatives",Yes,Yes,Yes,No,Yes,No,61-90,,1-6,none,2.0
tour_idpzr4lius,SOUTH AFRICA,25-44,Alone,0.0,1.0,Widlife Tourism,Visiting Friends and Relatives,No,10,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,Rainy,30+,none,1.0
tour_iduk1totmx,ZAMBIA,25-44,Alone,1.0,0.0,Hunting Tourism,Other,Yes,7,0,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,15-30 ,"sunny,",1-6,,2.0
tour_id1xwc1aoa,CHINA,45-64,With Children,3.0,3.0,Widlife Tourism,Leisure and Holidays,Yes,4,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,61-90,"sunny,",1-6,"dietary needs,",0.0
tour_id4pycwb76,FRANCE,18-24,Alone,1.0,0.0,Widlife Tourism,Leisure and Holidays,Yes,50,3,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,90+,humid,30+,,0.0
tour_idi1s9bu91,DOMINICA,25-44,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,8,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,No,Yes,No,61-90,Rainy,7-14,,1.0
tour_id39s9wbdg,NEW ZEALAND,65+,Alone,1.0,0.0,Diving and Sport Fishing,Visiting Friends and Relatives,No,39,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,8-14,,30+,,2.0
tour_idvfad1vzd,SWIZERLAND,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,5,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,90+,"sunny,",1-6,translator required.,0.0
tour_id66hpsuc4,UNITED KINGDOM,45-64,With Spouse and Children,1.0,2.0,Widlife Tourism,Leisure and Holidays,No,8,2,Package Tour,Yes,"Friends, relatives",Yes,Yes,Yes,No,Yes,No,,,30+,translator required.,0.0
tour_idsg2tiegu,UNITED KINGDOM,25-44,With Other Friends/Relatives,1.0,1.0,Cultural Tourism,Leisure and Holidays,Yes,7,14,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,,30+,,1.0
tour_id57fdr16q,ITALY,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,7,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,90+,other,15-30,,0.0
tour_idzwhfg5f8,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,5,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,"sunny,",1-6,none,1.0
tour_idn2pphpgp,SPAIN,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,7,8,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,Yes,Yes,61-90,"sunny,",15-30,"dietary needs,",0.0
tour_idjvexqi0n,SPAIN,25-44,Alone,1.0,0.0,Widlife Tourism,Leisure and Holidays,Yes,6,4,Package Tour,Yes,"Travel agent, tour operator",Yes,No,Yes,No,Yes,Yes,8-14,,7-14,none,0.0
tour_idjb7bjdyr,SWIZERLAND,25-44,Alone,1.0,0.0,Cultural Tourism,Volunteering,Yes,60,1,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,other,30+,,1.0
tour_idxcxq302r,SPAIN,45-64,With Other Friends/Relatives,0.0,0.0,Wildlife Tourism,Leisure and Holidays,Yes,5,6,Package Tour,No,"Friends, relatives",Yes,Yes,Yes,Yes,Yes,No,90+,"cloudy,",30+,,0.0
tour_id1zdywywg,SOUTH AFRICA,65+,With Spouse,1.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,7,4,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,31-60,humid,1-6,,0.0
